Новые комментарии,Поделились,"Отметки ""Не нравится""","Отметки ""Нравится""",Средний процент просмотра (%),Просмотры,Время просмотра (часы),Показы,CTR для значков видео (%)
3.0,0.0,1.0,4.0,9.4,85.0,3.243,2590.0,2.66
2.0,0.0,0.0,12.0,25.14,119.0,3.9965,1775.0,4.06
2.0,0.0,0.0,3.0,31.18,39.0,0.6958,2728.0,0.95
2.0,0.0,0.0,5.0,9.92,125.0,2.4755,3660.0,3.11
1.0,0.0,0.0,1.0,31.46,14.0,0.2288,1482.0,0.4
1.0,0.0,0.0,3.0,37.12,57.0,2.2979,285.0,6.32
1.0,1.0,0.0,1.0,13.04,51.0,0.8366,5524.0,0.69
1.0,2.0,1.0,9.0,10.56,176.0,5.2629,18245.0,0.73
1.0,0.0,0.0,2.0,15.02,43.0,0.7786,3907.0,0.79
1.0,0.0,0.0,2.0,17.05,64.0,2.5396,1878.0,2.66
1.0,0.0,0.0,1.0,25.8,1.0,0.0203,59.0,0.0
1.0,0.0,0.0,3.0,28.2,39.0,1.9336,370.0,7.57
0.0,0.0,0.0,0.0,32.2,4.0,0.0515,171.0,2.34
0.0,0.0,0.0,0.0,39.02,13.0,0.7524,182.0,3.85
0.0,5.0,0.0,1.0,32.09,9.0,0.4307,264.0,2.27
0.0,0.0,0.0,1.0,46.18,2.0,0.0513,48.0,2.08
0.0,0.0,0.0,0.0,36.76,1.0,0.0313,66.0,0.0
0.0,0.0,0.0,0.0,25.24,5.0,0.142,189.0,1.06
0.0,0.0,0.0,1.0,24.08,17.0,0.7379,210.0,4.29
0.0,0.0,0.0,1.0,30.62,81.0,3.831,545.0,7.89
0.0,0.0,0.0,0.0,72.55,2.0,0.0516,114.0,1.75
0.0,0.0,0.0,0.0,72.77,1.0,0.0511,189.0,0.53
0.0,0.0,0.0,1.0,28.47,3.0,0.0731,69.0,2.9
0.0,0.0,0.0,0.0,27.03,24.0,0.4847,1605.0,0.69
0.0,0.0,0.0,0.0,32.17,2.0,0.0277,81.0,2.47
0.0,0.0,0.0,1.0,13.92,5.0,0.1487,120.0,3.33
0.0,0.0,0.0,1.0,4.87,1.0,0.0078,68.0,1.47
0.0,0.0,0.0,1.0,22.39,14.0,0.6452,101.0,6.93
0.0,0.0,0.0,-1.0,30.49,9.0,0.6273,106.0,6.6
0.0,0.0,0.0,0.0,60.15,9.0,0.6181,71.0,7.04
0.0,0.0,0.0,0.0,29.7,8.0,0.132,195.0,2.56
0.0,4.0,0.0,1.0,24.47,99.0,3.7822,964.0,3.32
0.0,0.0,0.0,0.0,32.67,4.0,0.1619,234.0,1.28
0.0,0.0,0.0,0.0,62.33,18.0,1.5614,238.0,3.36
0.0,0.0,0.0,1.0,39.09,7.0,0.1254,115.0,2.61
0.0,0.0,0.0,1.0,68.39,18.0,0.5095,168.0,5.36
0.0,0.0,0.0,1.0,33.5,14.0,0.6201,140.0,5.0
0.0,0.0,0.0,1.0,63.15,4.0,0.0891,74.0,2.7
0.0,0.0,0.0,1.0,58.06,5.0,0.3371,114.0,2.63
0.0,0.0,0.0,1.0,15.69,72.0,2.1721,285.0,4.91
0.0,1.0,0.0,1.0,49.1,11.0,0.8011,337.0,2.37
0.0,0.0,0.0,0.0,34.62,6.0,0.0733,196.0,2.04
0.0,0.0,0.0,0.0,22.72,6.0,0.1651,82.0,4.88
0.0,0.0,0.0,0.0,64.12,6.0,0.1282,183.0,3.28
0.0,0.0,0.0,1.0,17.58,8.0,0.3461,90.0,4.44
0.0,0.0,0.0,0.0,4.8,1.0,0.0017,58.0,1.72
0.0,0.0,0.0,0.0,37.61,2.0,0.0343,76.0,0.0
0.0,0.0,0.0,1.0,48.85,7.0,0.3543,146.0,3.42
0.0,0.0,0.0,-1.0,39.08,29.0,1.6529,332.0,4.52
0.0,0.0,0.0,0.0,57.6,1.0,0.021,208.0,0.48
0.0,0.0,0.0,0.0,27.73,35.0,1.1995,235.0,5.11
0.0,0.0,0.0,0.0,37.96,3.0,0.0642,149.0,1.34
0.0,0.0,0.0,0.0,31.73,1.0,0.0123,159.0,0.0
0.0,0.0,0.0,0.0,15.04,5.0,0.1086,178.0,1.12
0.0,0.0,0.0,0.0,25.26,1.0,0.0211,28.0,0.0
0.0,0.0,0.0,0.0,20.32,16.0,0.3666,188.0,4.79
0.0,0.0,0.0,1.0,75.56,3.0,0.2286,49.0,6.12
0.0,0.0,0.0,0.0,54.27,3.0,0.0615,78.0,1.28
0.0,0.0,0.0,0.0,31.56,3.0,0.1665,61.0,0.0
0.0,0.0,0.0,0.0,40.57,31.0,1.7467,242.0,9.5
0.0,0.0,0.0,0.0,36.54,7.0,0.1677,205.0,2.93
0.0,0.0,0.0,0.0,37.07,4.0,0.1812,65.0,4.62
0.0,0.0,0.0,5.0,13.03,35.0,1.4178,1853.0,1.4
0.0,0.0,0.0,0.0,16.46,9.0,0.2008,108.0,6.48
0.0,0.0,0.0,0.0,88.19,1.0,0.0311,47.0,2.13
0.0,0.0,0.0,1.0,20.96,11.0,0.6091,72.0,8.33
0.0,0.0,0.0,0.0,30.47,18.0,0.5774,256.0,5.08
0.0,0.0,0.0,1.0,27.95,9.0,0.675,59.0,6.78
0.0,0.0,1.0,3.0,27.87,105.0,6.3166,417.0,13.67
0.0,0.0,0.0,1.0,10.93,16.0,0.2598,1325.0,0.91
0.0,0.0,0.0,0.0,60.77,3.0,0.1423,177.0,0.56
0.0,0.0,0.0,0.0,13.82,6.0,0.0263,154.0,1.3
0.0,1.0,0.0,2.0,31.1,90.0,5.2478,693.0,6.2
0.0,0.0,0.0,0.0,36.05,40.0,1.8905,399.0,5.76
0.0,0.0,0.0,0.0,63.28,3.0,0.0548,223.0,0.45
0.0,0.0,0.0,2.0,15.06,27.0,0.2665,2322.0,0.86
0.0,0.0,0.0,0.0,31.85,8.0,0.2598,218.0,2.29
0.0,0.0,0.0,0.0,38.57,8.0,0.4183,108.0,2.78
0.0,0.0,0.0,0.0,31.84,9.0,0.5143,128.0,5.47
0.0,0.0,0.0,1.0,53.3,1.0,0.0338,61.0,1.64
0.0,0.0,0.0,0.0,51.92,1.0,0.0317,78.0,1.28
0.0,3.0,0.0,0.0,28.04,43.0,1.8958,381.0,6.56
0.0,0.0,0.0,1.0,18.76,4.0,0.1109,105.0,2.86
