Новые комментарии,Поделились,"Отметки ""Не нравится""","Отметки ""Нравится""",Средний процент просмотра (%),Просмотры,Время просмотра (часы),Показы,CTR для значков видео (%)
1.0,0.0,1.0,2.0,31.13,131.0,6.3663,590.0,4.41
1.0,0.0,0.0,0.0,41.52,28.0,1.6177,238.0,7.98
1.0,0.0,0.0,2.0,28.11,78.0,4.7325,363.0,9.64
1.0,0.0,0.0,0.0,33.78,53.0,3.3268,312.0,8.97
1.0,0.0,0.0,0.0,34.86,72.0,2.3983,261.0,7.28
1.0,0.0,0.0,0.0,42.54,42.0,2.4663,262.0,8.02
1.0,0.0,0.0,5.0,30.17,208.0,14.8006,2758.0,2.76
1.0,0.0,0.0,1.0,32.65,46.0,2.8453,129.0,7.75
1.0,0.0,0.0,3.0,41.46,100.0,7.1985,1140.0,5.35
1.0,0.0,0.0,0.0,42.08,25.0,1.9549,302.0,5.3
1.0,0.0,0.0,0.0,39.27,16.0,0.6318,159.0,4.4
0.0,0.0,0.0,0.0,7.47,4.0,0.012,128.0,0.78
0.0,0.0,0.0,0.0,29.93,11.0,0.4884,136.0,2.94
0.0,0.0,0.0,0.0,20.33,12.0,0.3639,225.0,2.67
0.0,0.0,0.0,0.0,51.89,1.0,0.016,17.0,5.88
0.0,0.0,0.0,0.0,65.86,3.0,0.1098,38.0,5.26
0.0,0.0,0.0,0.0,3.89,1.0,0.0033,44.0,0.0
0.0,0.0,0.0,1.0,55.69,5.0,0.3133,137.0,2.19
0.0,0.0,1.0,0.0,25.42,7.0,0.3208,237.0,1.69
0.0,1.0,0.0,5.0,24.92,85.0,3.2713,410.0,9.02
0.0,0.0,0.0,0.0,51.16,8.0,0.1455,101.0,2.97
0.0,0.0,0.0,0.0,24.59,4.0,0.0691,168.0,1.79
0.0,0.0,0.0,0.0,64.25,3.0,0.083,75.0,2.67
0.0,0.0,0.0,1.0,42.29,11.0,0.9937,102.0,6.86
0.0,0.0,0.0,0.0,50.46,2.0,0.0336,29.0,6.9
0.0,0.0,0.0,0.0,26.89,5.0,0.2163,37.0,5.41
0.0,0.0,0.0,0.0,35.2,10.0,0.7245,61.0,8.2
0.0,1.0,0.0,0.0,30.94,8.0,0.5658,76.0,2.63
0.0,0.0,0.0,0.0,63.27,11.0,0.7945,78.0,10.26
0.0,0.0,0.0,1.0,23.51,9.0,0.1176,183.0,3.83
0.0,0.0,0.0,0.0,40.01,1.0,0.0496,144.0,0.69
0.0,0.0,0.0,0.0,53.06,7.0,0.1702,80.0,6.25
0.0,0.0,0.0,0.0,1.51,4.0,0.0032,34.0,8.82
0.0,0.0,0.0,0.0,65.22,17.0,0.4589,160.0,6.88
0.0,0.0,0.0,0.0,68.36,4.0,0.3615,69.0,2.9
0.0,0.0,0.0,0.0,13.46,1.0,0.0047,31.0,0.0
0.0,0.0,0.0,0.0,73.61,6.0,0.5128,75.0,2.67
0.0,0.0,0.0,3.0,20.92,70.0,2.8155,362.0,4.97
0.0,0.0,0.0,0.0,3.68,2.0,0.0022,18.0,0.0
0.0,0.0,0.0,0.0,43.49,15.0,0.9678,264.0,2.65
0.0,0.0,0.0,0.0,48.56,2.0,0.0343,142.0,1.41
0.0,0.0,0.0,0.0,30.62,13.0,0.482,122.0,8.2
0.0,0.0,0.0,1.0,42.29,8.0,0.1118,204.0,2.45
0.0,0.0,0.0,0.0,6.72,3.0,0.0496,35.0,2.86
0.0,0.0,0.0,0.0,43.91,2.0,0.0305,53.0,3.77
0.0,0.0,0.0,0.0,54.99,2.0,0.0501,44.0,4.55
0.0,0.0,0.0,0.0,82.13,10.0,0.851,104.0,5.77
0.0,0.0,0.0,0.0,37.65,25.0,1.3727,289.0,5.19
0.0,0.0,0.0,0.0,1.45,1.0,0.0005,128.0,0.78
0.0,0.0,0.0,0.0,27.23,31.0,1.0433,150.0,5.33
0.0,0.0,0.0,0.0,36.15,1.0,0.0204,105.0,0.95
0.0,0.0,0.0,0.0,29.18,4.0,0.0451,123.0,0.81
0.0,0.0,0.0,0.0,17.85,4.0,0.1031,115.0,1.74
0.0,0.0,0.0,0.0,44.92,1.0,0.0376,27.0,0.0
0.0,0.0,0.0,0.0,35.22,22.0,0.8739,161.0,7.45
0.0,0.0,0.0,1.0,52.71,4.0,0.2126,38.0,10.53
0.0,0.0,0.0,0.0,1.27,3.0,0.0014,43.0,4.65
0.0,1.0,0.0,0.0,43.47,33.0,1.9922,177.0,11.3
0.0,0.0,0.0,1.0,18.77,12.0,0.1477,194.0,2.58
0.0,0.0,0.0,0.0,0.1,1.0,0.0001,26.0,3.85
0.0,0.0,0.0,0.0,31.58,13.0,0.5566,137.0,2.92
0.0,0.0,0.0,0.0,15.4,1.0,0.0054,22.0,4.55
0.0,0.0,0.0,-1.0,12.13,12.0,0.3845,69.0,8.7
0.0,0.0,0.0,0.0,33.5,14.0,0.4938,146.0,8.22
0.0,0.0,0.0,0.0,13.38,2.0,0.0718,40.0,5.0
0.0,0.0,0.0,1.0,22.56,7.0,0.1233,117.0,1.71
0.0,0.0,0.0,0.0,23.15,5.0,0.0367,159.0,1.89
0.0,1.0,0.0,2.0,27.85,72.0,3.7601,352.0,9.09
0.0,0.0,0.0,0.0,26.33,27.0,0.9322,283.0,3.53
0.0,0.0,0.0,0.0,2.46,1.0,0.0007,218.0,0.46
0.0,0.0,0.0,1.0,31.21,16.0,0.5091,264.0,4.92
0.0,0.0,0.0,1.0,30.22,10.0,0.4096,68.0,5.88
0.0,0.0,0.0,0.0,56.66,14.0,1.4234,110.0,7.27
0.0,0.0,0.0,0.0,2.09,1.0,0.0013,24.0,4.17
0.0,0.0,0.0,0.0,71.89,3.0,0.1318,75.0,2.67
0.0,0.0,0.0,0.0,48.12,20.0,1.513,187.0,6.95
0.0,0.0,0.0,0.0,59.46,8.0,0.7029,85.0,7.06
0.0,0.0,0.0,0.0,18.64,18.0,0.4715,175.0,5.14
